,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601319.CH.EQUITY,0,0,0.0598065686348769,0,0,0,0,0,0,0,0,0,0.0782354533043805,0.0927330283645518,0,0,0,0.0114575083807308,0,0,0.0227886870631415,0.206817884657965,0,0,0,0,0.0246868333238208,0.133804558702808,0,0
X000001.CH.EQUITY,0,0,0,0.271017718804602,0,0,0,0,0,0,0.0764212734325415,0,0,0,0,0,0,0.484127192513032,0,0,0,0,0,0,0,0.0499564927609195,0,0,-0.0947835151097066,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0426264107497962,0,0.123508307398205,0,0,0,0,0,0,0,0,0,0.638873855040063,0,0,-0.0261452140678669,0.124227815367342,0,0
X601601.CH.EQUITY,0,0.0876730943598665,0.0875660531152415,0,0,0,0,0,0,0,0.288908208710276,0,0.253343010506485,0,0,0,0,0,0,0.0464609087572043,0,0,0.0417979888928638,0,0.123716415276216,0,-0.0199559548374051,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409528761715538,0,0,-0.00301241201099289,0,0,0,0.207024535726903,0,-0.105601784810423,0,0,-0.00651977268066129,0.0813972788634057,0.147530055202283,0
X11.HK.EQUITY,0.114765960110817,0,0,-0.166274111181163,0,0,0,0.334501395170956,0,0,0,0.413869083512839,0,0,0,0,0,0,0,0,0.181973566493398,-0.145504947512671,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0371872614058314,0,0,0,0,0,0,0.198389985785081,0.526959415545015,0,0,0,0.268569075290769,0,0,0,0,0,0,-0.0703632715479361,0,0,0,-0.0321046624169678,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081527453606239,0.145919879897608,0,0,0,0,0,0.106957238750228,0,0,0.0860376694115969,0,0,-0.101775931053741,0,0,0
VXFXI.INDEX,0,0.527635614801708,0,0,0,0,0,0,0,0,0,0,0,0.35609637454763,0,0,0,0,0,-0.440944874412364,0,0,0.843299816023806,0,0,-4.34548776170247,0,-0.0836817044407334,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9684502480329e-07,0,0,0,0,0,0,0,0,0,0,0,-5.29738981331979e-08,0,0.999995464593377,0.999965393610523
CN2YR,0,0,0,0,0,0,0,0,0,0,0,1.32147812670531e-05,0,0,0,0,0,0,-4.10823475806352e-06,0,0,0,0,0,0,0,8.67361737988404e-19,0.999923897943089,0,-0.999880893095628
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,6.32512375683402e-06,3.33410830061508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99984200989947,-0.999788928410907,0
