,X1398.HK.EQUITY,X601398.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0.0285267041923262,0,0,0,0,0,0,0,0,0,0,0.148036421727614,0,0,0.290165986626119,0,0,0,0,0,0,0,0,0,0.0143601068031246,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.122053537550803,0,0.0423956608481661,0,0,0,0.0909414599195265,0,0,0.199176095949584,0,0.0911657887686737,0,0,0,0,-0.00664730625166407,0,0.0121861617780342,0
X2628.HK.EQUITY,0,0,0.0753174623896146,0,0,0,0,0,0,0,0,0,0,0.333384054074729,0,0,0,0,0,0,0,0,0,0.0993402196271504,0.110172344876458,0,-0.0178878354264906,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.12149499281395,0,0,0,0.172829223207358,0.0258242905067985,0,0,0,0,0,0.162212593015148,0,0,0.0497923723470971,0,0,0
X3328.HK.EQUITY,0,0,0,0,0.195523948010693,0,0,0,0,0,0,0.0861003310499481,0,0.0712716699298069,0,0,0.00215835941379174,0,0,0,0,0.0103217532748444,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0753646690591982,0,0,0,0,0,0,0,0,0,0,0.0873757149905467,0,0,0.175099164182473,0,0,0,0,0.0907158606767505,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.073863939525788,0,0,0,0,0,0,0,0.225119921980397,0,0,0.237075474065623,0,0,0,0,0,0,0,0.0904333530378559,0,0,0,0,-0.00560557887773014,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405086058228013,0,0,0,0,0,0,0,0.241917175477949,0,0,0,0,0,0.116058725893915,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0706515484914814,0,0,0.156581070378411,0,0,0.0514022776758324,0.0109828694068918,0,0,0,0,0,0,0,0,0.0065681739398027,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.302991253008751,0,0,0,0.0175334058620187,0.0535738225418158,0.0576608096627624,0,0,-0.210012931823935,0,0,0,0,0,0.190852992520824,0.165715547230792,0,-0.179909435366911,-0.0623469464145687,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.036303230528308,0,0,0,0,0,-0.00342503938968426,0,0,0,0.0509706468699624,0.177552007089852,0.0282201072427049,0,0,-0.000168384530562716,0,-0.0548183100329782,0
X000002.CH.EQUITY,0,0,0.0478494394875557,0,0,0,0,0,0,0,0.0551557191637044,0,0.0940760850791242,0.157179090255629,0,0,0.288786914463274,0,0,0,0,0,0,0,0,0,0.0114845258053908,0,0,0
X2388.HK.EQUITY,0.00744736925836898,0,0,0,0,0,0,0.0345812682449545,0,0,0,0,0.0396762936988756,0.131156565454306,0,0,0,0.00774538021687418,0,0,0.268238678090711,0,0,0,0,0.00965767323648137,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.249484149991468,0.306397046057491,0,0,0,0,0,0,0,0,0,0,0,0,0.0074377031918157,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.214140548154094,0.165104803640934,0,0,0,0,0,0,0,0,0,0,0,0,-0.00132258274886068,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0997778670076769,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237469212902716,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0.0732779210255359,0,0,0,0,0.0898610334734315,0,0,0,0.0220725256389315,0,0,0,-3.08727854734081,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,1.40465381490701e-05,0,0,0,0,3.66989592886178e-06,0,0,0,0,0,0,0,0,0,0,0.999882546834486,0.999808768465048
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58635680300415e-07,0.999983159934459,0,-0.999975258311234
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58916576157217e-06,0,0,0,0,0,0,0,0,0,0,0,0,7.3504077436598e-07,0.999959966738372,-0.999965648624532,0
