,X1398.HK.EQUITY,X601398.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0222560015573815,0,0,0,0,0,0,0.242636571580253,0,0,0.0959297381316014,0,0,0,0.00176749940737996,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0779591300557876,0,0,0.181372425634567,0,0,0,0,0,0.141298512604692,0,0,0,0,0,0,0.00406175390263469,0.0546848532748354,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230231564576907,0,0,0,0,0,0,0,0,0.324444660756676,0,0,0,0.00297768851385712,0,0,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.295551696003023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282423425401696,0.0360559765496904,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0082833387313688,0.0715417652412739,0,0,0,0,0,0.0539753099200928,0,0,0,0.261175516869532,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00459522181805813,0,0,0,0,0,0,0.106530795012788,0,0,0,0.068917810963,0,0,0,0,0,0
X3328.HK.EQUITY,0.15892954334361,0,0,0,0.13224792389613,0,0,0,0,0,0,0,0,0.0428914005589315,0,0,0,0,0,0.18552966104492,0,0,0,0,0,0,0.00281213954354184,0.00600266918879605,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127900426168274,0,0,0.112789548290141,0,0,0,-0.0115642816304763,0.250475131628551,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24519537464904,0,0,0,0.107113203138676,0,0,-0.000735708899842616,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15834179926925,0,0,0,0,0,0,0,0,0,0.38983826810397,0.0895832291680287,0,0,0.0182918844581708,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240838574933897,0,0,0,0,0,0.178187422275953,0,0,0,0,0,0,0.00253245806615708,0.00765942901313843,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0777444662346963,0,0.251344609080899,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027318228435183,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.206255822698998,0.0659072549061147,0,0,0,0,0,0,0,0,0,0.361149147931318,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.053673171208885,0,0,0,0,0,0,0.315636498250334,0,0,0.21546097590717,0,0,0,-0.0036756872662701,0.0846707305137277,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220867684470892,0,0,0.29132286714083,0,0,0,-0.000431610641305328,0.0875927095741988,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17962073085254,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.39660641116085,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52761749505838e-07,0,0,-3.8782600181768e-07,0,0.999949850911207,0.999931447975092
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303440356144209,0.345438246583331,0,0
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.82355214945699e-06,0.99981825350426,-0.999674474233019,0
