,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0.267369166145208,0,0,0,0,0,0,0,0,0,0.146307656000706,0,0,0.0931538954809684,0.128499408913205,0,0,0.0106638631073769,0,0,0,0,0,0,0.00629024372807275,0.0715749783700906,0,0
X1299.HK.EQUITY,0,0,0.0953345591979221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382899998994492,0,0,-0.0206655575665098,0.163453162717701,0.0664806774130754,0,0,0.308989342209964,0,0.0104991330077784,0,0,-0.14984898570898
X601628.CH.EQUITY,0,0,0.272231298613648,0,0,0,0,0,0,0,0.0918792784189512,0,0,0.221581038998642,0,0,0.120033939110078,0,0,0.170378421940789,0,1.73472347597681e-18,0.429423807686618,0,0,0,0,0.0770422899106727,0,0
X2628.HK.EQUITY,0,0,0.257830047821856,0.0803218362847611,0,0,0,0,0,0,0,0,0.242935184414872,0,0,0,0,0,0,-0.0347949871148234,0,0,0,0.0229416149210361,0.0723014371108956,0,-0.00792489903860063,0.0514525259193975,0,0
X3328.HK.EQUITY,0,0,0,0,0,0.184008803634671,0,0,0,0,0,0.124171410372254,0.0457333897696793,0.181119268991302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600665011578484,0
X601328.CH.EQUITY,0,0,0,0,0.206592904901837,0,0,0,0,0,0,0,0.151168336444524,0,0,0,0.107032157681156,0,0,0,0,0,0,0,0,0,-0.00759670705709136,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.434843082278173,0,0,0,0,0,0.139610219157331,0,0.0381436991746967,0,0,0,0,0.333939580920278,0,0,0,0.0536270467383699,0,0,0,-0.0213490552211703,0,0,0,0
X600000.CH.EQUITY,0,0,0.0240295066613701,0,0,0,0,0,0,0,0.139604431597909,0,0.0393722498190409,0,0,0,0.474496490699218,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0323527790894472,0,0,0,0,0,0,0,0,0.0700637998238837,0,0,0,0,0,0,0,0,0.0899650136056133,0,0.0879597148300726,0,0,0,-0.00750579556514193,0,0,0
X601319.CH.EQUITY,0,0.350748272507176,-1.0734167879613,0,0,0,0.525435456485943,-0.293857036537609,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07649517167698,0.739098870191652,-0.150105706211561,0,0,0.0346095579836288,0.11479698837074,0,0.341095139753956
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0757989819195086,0,0,0,0,0,0,0,-0.0226978819196148,0,0.0893197071510984,-0.099518350015697,3.46944695195361e-18,0.0676664678180699,0,0.0132180532921918,0.0577736764648855,0,0.0871745631200088
X000002.CH.EQUITY,0,0,0.125321520682332,0,0.20749912348747,0,0,0,0,0,0,0,0.0433103048246546,0.175631300466468,0,0,0,0,0,0.0206318381075215,0,0,0,0,0,-0.175596028330026,0,0,0,0
X601601.CH.EQUITY,0,0,0.131118335061285,0,0,0,0,0,0,0,0.0558967989626741,0,0.284515176010133,0,0,0,0.18473426421464,0,0,0,0,0,0,0,0,0,0.000314532675703673,0,0,0
X2388.HK.EQUITY,0,0,0,0.0198230509284861,0,0,0,0,0.135645771735553,0,0,0,0,0.0945206742244866,0,0,0,0,0,0.0117151339281117,0,0,0,0,0.0994837995261077,0,-0.0111792730020606,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.252515808670637,0.0938593931307272,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399897151456678,0,0,0
FXI.US.EQUITY,0,0,-0.10393776973205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023429027636287,0,0,0,0,0,0,-0.216260573523869,0,0,0
VXFXI.INDEX,0,0,-1.11905285342122,0,0,0,0,0,0,0,-0.435209787379241,0,0,0.845362046202692,0,0,0,0,0,0.10837313169169,0,0,0,0,0,-3.8190624126201,0,0.10539904350117,0,0
CN10YR,0,0,4.461839039271e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43402821045141e-05,0,0.999734925570205,0.999720224228496
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56181965347515e-07,0,0,0,0,0,0,-3.12623365874261e-07,0.999989800770055,0,-0.999981205560501
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02651080628573e-06,0,-2.69871642457043e-06,0,0,0,0,3.63514802588455e-07,0.999993121437354,-0.999994022061649,0
