,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X2318.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0.281749443175673,0,0,0,0,0,0,0,0,0,0.0663325362570272,0,0.0426773494972644,0,0.230183376920304,0.00577036270003014,0.192388340808165,0,0,0,0.0526962024062139,-0.0563273748460754,0,0,0,0,0,0.0222002121573033
X1299.HK.EQUITY,0,0,0.172505771496879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221914918480167,0,0,0,0.106125817604902,0,0,-0.0235567452817707,0,0.0710539330822273,-0.0496126630732003
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.234162848573821,0,0,0.227412636326493,0,0,0.392466568856285,0.1140373448326,0,0.146278698735294,0,0,0.207177745337761,0,0,0,0.0579875386408279,0,-0.0559082864862721,0
X2628.HK.EQUITY,0,0,0.267665157819093,0,0,0,0,0,0,0,0,0,0.0503263971557376,0,0,0,0,-0.00881560727904672,0,0,0,0,0.346542912105158,0,0.318447762540367,0,-0.00568581694379551,0,0,0
X601328.CH.EQUITY,0,0,0.122767839272522,0.134689570797551,0,0.0278203319040031,0,0,0,0,0,0,0.0460663057867638,0,0,0,0.095072415938114,0,0.131459523163589,0.121197050229799,0,0,0,0,0,0,0.00142370425786343,0,0,0
X3328.HK.EQUITY,0,0,0,0,0.270803590633254,0,0,0,0,0,0,0.114211764181929,0,0,0,0,0.16658795090977,-8.67361737988404e-19,0,0.0592470978464721,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0447254361104179,0.216249064652088,0,0,0,0,0,0,0.162991229594977,0,0.2223258822083,0,0.176128184217358,0,0,0.0111950086045455,0,0,0,0,0,0,0,0,-0.00916147535014645,0,0,0
X601319.CH.EQUITY,0,0,-0.0136638713796933,0,0,-0.0885400010424186,0,0,1.22115747498496,0,0,0,0,0,0,0,0,0,0,0.779405124732573,0,0,0,0,0,0.0539310981415835,0.035219192371434,0,-0.0566814025480161,0
X600000.CH.EQUITY,0,0,0,0.115421362760386,0,0,0,0,0,0,0.132902376660079,0.112400269255733,0.0698525426348671,0,0.151734819031769,0,0.0606696833305917,0,0,0,0,0,0.0266054341216594,0,0,0,-0.00514566466149473,0,0,0
X000002.CH.EQUITY,0,0,0.311688026007987,0,0,0,0,0,0,0,0,0.162219229509986,0.020888395850487,0.256801569502934,0,0,0,0.0327299510468217,0,0,0,0,0,0,0,0,0.0336554153281476,-0.149663396172688,0,0
X11.HK.EQUITY,0,0.0179113397959158,0,0,0.162871417330288,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139628464613644,0,0,0,0.233073253724694,0.0296463547471768,-6.93889390390723e-18,0,0,0.00948892715039596,-0.0116143973306739,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170208069010493,0.0885395943825868,0,0,-0.0865561213738648,-0.0545932341765657,0,0.112869696242299,0,0,0.0564424140336208,0.163185547876509,0,0,0.0027560530255756,0,0,0.141032443185361
X601601.CH.EQUITY,0,0,0.234942829004202,0.348982047933128,0,0,0,0,0,0,0.0182751426753746,0,0,0.24243898459392,0,0,0,-0.0192679812916396,0,0,0,0,0,0,0,0,0.00240865780222028,0,0,0
X2388.HK.EQUITY,0,0.0698696657151651,0,0,0,0,0,0,0,0,0,0.0729326579310648,0.039160140316474,0.0352087551386398,0,0,0,0.0121802519254358,0,0,0.0794001751189827,0,-0.0632553477381043,0,0,0,-0.000339616142700575,0.0192473050192135,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.180706430564622,0.235293263779044,0,0,0,0.000242976244473313,0,0,0,0,0.0225186091808204,0,0,0,-0.00118563733126289,0,-0.0269422144304384,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519315181950169,0,0,0,0.00905760399599563,0,0,0,0,0,0,0,0,-0.226242769110666,0.0447732707152415,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,-0.523301984919282,0,1.23513371441938,0,0,0,0.226482954647455,0,0,0,0,0,0,0,-3.55105205284407,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25123514175786e-06,0,0,0,0,0,0,1.32348898008484e-23,0,0.999985273675671,0.999976209250527
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65531448494861e-07,0,0,0,0,0,0,0,0,-2.97417543573481e-07,0.99998699061063,0,-0.999978182720452
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99867050377791e-06,0.999950325085717,-0.999964137306737,0
