,X601398.CH.EQUITY,X1398.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.449449759094092,0,0,0,0,0,0,0,0.0889526874935822,0,0,0,0,0,-0.0238292581267006,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.161659286594242,0,0.00916701826471763,0,0,0,0,0,0,0.213196690331514,0,0,0,0,0.157571581887808,0,0.00188374708481084,0,0,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.065083981270989,0,0,0.432277254099799,0,0,0,0,0,0,0.247333208945379,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.336100990573656,0,0,0,0,0,0,0,0,0,0,0.223387995778524,0.0611151012074547,0,0.00552768869373885,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0737037888293769,0,0,0,0,0,0,0,0,0,0.124068480779374,0,0,0,0.00106504907121813,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.406638352495003,0,0,0,0,0,0,0,0.137077741685116,0,0,0,0,0,-0.0039063636375898,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0593827896621537,0,0,0,0,0,0.039099471571719,0,0.02581370252319,0,0.128565266741718,0.153262343504137,0.186465259959682,0,0.00165125442626834,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.128830304192696,0,0,0,0,0,0,0,0,0.00191121680701936,0.0724092310577718,0.111384766416596,0.0481794240862108,0,0.00359356721544716,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0159066895238165,0,0,0,0,0,0,0,0.343561729747266,0,0.0419349793246347,0.0360894218536405,0.106657610409603,0,0,0,0.0137201182363884,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.126357995561523,0,0.196045886374645,0,0,0,0,0,0,0,0.023669800548033,0.177400581251249,0,0,0,0,-0.00812250220064202,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.1346231144797,0,0.44851615791965,0,0,0,0,0,0.201183386788058,0,0,0,0,0,0,0,0.00159895638374169,0.0396384366365265,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.254998187122137,0,0.156465304083682,0.063112204037917,0,0,0,0,0,0,0,0,0.0424509018285047,0,0,0,1.0842021724855e-19,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.236260243624943,0,0,0,0,0,0.0289674227850979,0,0,0,0,0.113040028227574,0.0921639519704143,0,0,0.0274695706398261,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.377703371505097,0,0,0,0,0.212918022406072,0,0,0,0,0.0251340837768726,0,0,0,0.0118474499010193,0.021855217631781,0.0469984731648096,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.222941831173672,0.233716881327722,0,0,0,0,0,0,0,0,0.100316207510224,0.0824029745837753,0,0,0,0,0.0394911638023074,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181041010731184,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.43291573219059,0,0,0.0304738277126239,-0.16178143440888
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999974884080085,0.999971247064403
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05656140577796e-07,0.999970362407253,0,-0.999957458077907
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00831797563299326,0.41735140134097,0,0
