,X1398.HK.EQUITY,X601398.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X2628.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0334168284887897,0,0,0,0,0,0.124374987208488,0,0,0.23073697756565,0,0,0,0,0.00267267394373992,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.284203168509301,0,0,0,0,0,0,0.136645572959269,0.0257321591976401,0,0.0444077984279366,0,0,0,0,0.033999253362463,0,0
X3328.HK.EQUITY,0.0110434219237825,0,0,0,0,0,0,0,0,0,0,0,0,0.181758239986199,0,0,0,0.0590257255127196,0.0418491238809499,0,0,0,0,0,0.043767261703556,0,0.0041105823546338,0,0,0
X601328.CH.EQUITY,0,0.0424341295051864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258082947112359,0.0976197832732993,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.244171858221005,0,0,0.112084520227974,0,0,0,0,0.0826473325856624,0.107039328538504,0,0,0,0,0,0,-0.0167362416714966,0.0128776604145902,0,0
X601319.CH.EQUITY,0,0,0.142577474103208,0,0,0,0,0,0,0,0,0,0.0313097730841244,0.27016242470313,0,0,0,0,0,0,0,0,0.0635375376668977,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.129749621283668,0,0,0,0,0,0,0,0,0,0.111452893968072,0.111027948998772,0,0,0,0,0,0,0,0,0.0159309224373305,0,0,0,0.00364707904533833,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0666373686186858,0,0,0,0,0,0,0.138976248669804,0,0,0.147850420636744,0,0,0,-0.00865063557809546,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0504908078678518,0,0,0,0,0,0,0,0,0,0,0,0.447484529115788,0,0,-0.0292324153388302,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0785367443644219,0,0.195616091160851,0,0,0,0,0,0,0.250354635152411,0,0,0,0,0,0,2.71050543121376e-20,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.387558969939217,0,0,0,0,0,0,0,0,0,0.161631115087129,0,0,0,0,-0.017248383956574,0.0587116861110124,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.195562355072077,0,0.24174286769231,0,0,0,0,0,0,0,0.114858722608702,0.0835642871484646,0,0,0,-0.015597337717729,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250478281689895,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912486840162801,0,0,0
VXFXI.INDEX,0,0,0.188106487585092,0,0,0,0,0,0,0,0,0,0,0,0.205409116949163,0,0,0,0,0,0,0,0,0,0,-3.42600047655554,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,1.76339026555409e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80517519547038e-07,0,0.99995397809425,0.999955196177329
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0.0289954908647295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135888209278869,0.319402790287159,0,0
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333331644498632,0,0
