,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.369534370614973,0,0,0,0,0,0,0,0.129089164758912,0.00717049149212398,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105763314852876,0,0,0.396408729678447,0,0,0,0,0,0,0,0,0.0362585774476732,0,0,0
X601319.CH.EQUITY,0,0,0.0319748352037557,0,0,0,0,0,0,0,0,0.11532261556233,0.0559320727782156,0,0,0,0,0,0.0693670274329906,0,0,0.0246759709189661,0.0860720578185466,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.033667434095915,0,0,0,0,0,0,0.0963022286516612,0.188286511370535,0,0.053364527006385,0,0,0,0,0,0,0.0450750669049423,-0.0679996507589139
X601601.CH.EQUITY,0,0.0431090500240099,0,0,0,0,0,0,0,0,0.152440120547574,0.0837879661553785,0,0.0746586637938497,0.16745785797177,0,0,0,0.0977420592102961,0.0717897436366901,0,0,0,0,0,0,-0.00951698841912648,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00729096283037853,0.0667500853949837,0.13459192569201,0,0,0,0,0,0,0,0,0,0.17815906933636,0,0,-0.00602167518902623,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.216514343089702,0,0,0,0,0,0.168269653637732,0,0,0,0,0,0,0,0,0.237440396270475,0,0,0,-0.00335689167610134,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337648377810855,0,0,0,0,0,0,0.0286932401783029,0,0.0349588523786441,0,0,0,-0.0094424502725763,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471091837586515,0,0.0193971644790952,0,0,0,0,-0.0926253333231826,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146614100806674,0,0,-2.51049191985566,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999972877047182,0.999939386471787
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488372770871628,0,0
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365088701916824,0,0
