,X601398.CH.EQUITY,X1398.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.331479610339167,0,0,0.0728240603962866,0,0,0,0,0,0,0,0,0,0.0665576096356936,0.0463450217618493,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.207782640112917,0,0.164231038995844,0,0,0,0,0,0,0,0,0.146677434603815,0,0,0,0,-0.00918831910344553,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.069015653681653,0,0.0974133505392865,0,0,0,0,0,0,0,0,0,0.0629774822189338,0.0288489068867508,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0572753648225708,0,0.15933732674143,0,0,0,0,0,0,0,0,0,0,0.0340002124209084,0,0,-0.00424014440797897,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.025537647465425,0,0.232946084789221,0,0,0,0,0,0,0,0.0805335223686603,0,0,0,-0.0142741558138562,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.428995496198318,0,0,0,0,0,0,0,0,0,0,0,0,0.00973454101510129,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.239061203627999,0,0,0.19595440758407,0.141038781211796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337680654297466,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.174763857737902,0,0.462002883002684,0,0,0,0,0,0,0.133656865923412,0,0,0,0,0,0,0.00619559975391082,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.091959232500593,0.0128806910440006,0,0,0,0,0,0,0,0,0,0,0.0215975084649638,0.0545887949199692,0.0498035873124527,0,0,-0.0195639350300773,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197519693705166,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42897341298991,0,0,0,-0.225614046896174
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999990532383661,0.999988521707833
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34170371642356e-08,0.99998339181574,0,-0.999983744901612
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.51160184987619e-07,0.99997993214507,-0.999976925751159,0
