,X1398.HK.EQUITY,X601398.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601288.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0703216242318577,0,0.21342941409653,0,0,0,0,0,0,0,0.0657363389895789,0,0.0318169671996692,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0831335205614627,0.114083133093714,0,0,0,0,0,0.0822812291080028,0,0,0,0,0.0277920773130104,0,0,0.0100801322643362,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.227449129697847,0,0,0.116915336090755,0.0279434417527231,0,0,0,0,0,0,0,0,0,0,0.0829962359640179,0,2.16840434497101e-19,0,0.037570789939194,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.22654984825538,0,0,0,0,0,0,0,0,0,0,0.20315863555561,0,0,-0.00266470574066862,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.384989612307936,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163060491843578,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0930998145811266,0.129026945983402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136766143305699,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75611674050275,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999987747587227,0.999983440566289
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35278423740912e-06,0.999952861865593,0,-0.999927677446038
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30877259741537e-07,0.999773000402299,-0.999720101536521,0
