,X1398.HK.EQUITY,X601398.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00727692604665309,0.0837851952658308,0.140649226314317,0.277051244681593,0,0,0,0,0,0,0.0421883862238462,0,0.0736491823562822,0,0,0,0,0.0901658227721079,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.391205810208005,0,0,0,0,0,0,0,0,0.0531691108220248,0,0.0169110870055421,0,0,0.178227541656506,0,-0.0115170081721982,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.19317941665908,0.135428628206266,0,0,0,0.396970033900645,0,0,0,0,0,0,0.279319748978043,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.197127651743495,0,0.217833600959618,0,0,0,0,0,0.294001695838788,0.0627264537304527,0,0,0,0,0,0,-0.000772707505750659,0.0799689514217635,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0680960618293264,0,0,0,0,0.0156643983305407,0,0,0,0,0.0171452446851697,0,0.215488973992151,0,0.00292110118232595,0.0269026189918955,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.264079982862791,0,0,0,0.211342932970664,0.481861372710584,0.0237215252938541,0,0,0.0682728380738474,0,0,0,0,0,0,0,-0.0918728528420056
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0147036239359479,0,0,0,0,0,0,0,0,0,0,0,0.141294315687438,0,-0.236181502707481,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0.27412922384161,0,0,0,0,0,0,0,-0.0230192351765949,0,0,0,0,0,0,-3.87353610214432,0,0,0.0670026843335057,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,5.29395592033938e-23,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03781387785555e-07,0,0.999995492201218,0.99999505268061
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78011061733318e-07,0.999994210066283,0,-0.999990580452
CN210SLOPE,0,0,0,0,-3.30424877731256e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64697796016969e-23,0.99999063678825,-0.999982452374049,0
