,X601398.CH.EQUITY,X1398.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601288.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0979730464975962,0.428924863742997,6.93889390390723e-18,0,0,0,0,0,0.336854436726071,0,0,0.313655397466308,0,0,0,0,0.0402727845607193,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.225808711101662,0.0681037686669219,0,0.191739715354422,0,0,0,0,0,0,0,0,0.0996463587858383,0.0568175232364052,0,0,0,0.00643838900559465,0,0,0
X2628.HK.EQUITY,0,0.077756509352885,0,0,0,0,0,0,0,0,0.493718033656848,0.24710002445486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026709696078031,0,0,0
X5.HK.EQUITY,0,0.127857640704808,0,0,0,0,0,0,0,0,0.185964572229122,0,0,0,0,0,0,0,0,0,0,0.086545377475556,0.115462503641993,0,0,0,-0.0449870840596085,0.376387228656512,0,0
X388.HK.EQUITY,0,0,0,0,0.303250359252315,0,0,0,0,0,0.00523375620628187,0,0,0.0590785778547559,0,0.0398322972818636,0,0,0,0,0,0,0.260058973146268,0,0,0,0,0,-0.107112525672587,0
X3328.HK.EQUITY,0,0.355426577320688,0,0,0,0,0,0,0,0,0.0700979202831586,0,0,0,0.156334333396311,0,0,0,0,0,0,0.048302774876966,0.10717992671613,0,0,0,0.0121055214263861,0.0581045009371392,0,0
X601328.CH.EQUITY,0,0,0.133115578979373,0,0,0,0,0,0,0,0.0120385766806528,0.0136933251703041,0,0,0,0,0,0.0920788915645458,0,0.0784689596742512,0,0.0186020403091871,0,0,0,0,0.000954629658067388,0,-0.00367356325858202,4.33680868994202e-19
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.217286261515426,0,0,0.0302270518687942,0,0,0,0,0,0.401760676707883,0.0561411087671347,0,0,0,0,0,0,0,0,0,0.000730316353674044
X600000.CH.EQUITY,0,0,0.112727635321607,0,0,0,0,0,0,0,0.00646046358769859,0,0.0283540302832501,0.00487222322852666,0,0,0,0.402733373453631,0,0,0,0,0,0,0,0,-0.0153823971882131,0,0.00334243913623469,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.137549966204129,0,0,0.0448499770492618,0,0,0,0.123153423003859,0,0,0.233825007126348,0.0958781378771017,0,0,0,0,0,0,0,0.0381287302362938
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0945403546215547,0.0300800914809362,0,0.0817977552376529,0,0,0,0,0,0,0,0.260978484286288,0.00711666359402822,0,0,0,0.0119328711021751,-0.0678037488378641,0,-0.00710956132357211
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.141873329697532,0,0,0,0,0,0,0,0,1.16809677172391,0,0.177167283462793,0,0,0,0.00247237165121252,0.121610284542761,0,0
X16.HK.EQUITY,0,0.155245234616149,0,0.284376239181732,0,0,0,-0.340887677022031,0,0,0.51165295547102,0,0,0,0.0616900613846103,0,0,0,0,0,0,0.0348234958677898,0,0.0939910321700335,0,0,-0.000204527283853271,0,0,0.065759603326984
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.117726547779674,0.038887231025932,0,0.0540297587646252,0.210377461259304,0,0,0,0,0,0.0866616511558609,0,0,0,0,0,0,0,0,0.00242844078925595,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.219796583121628,0,0,0,0,0,0,0,0.0977044863371544,0.106808326705454,0.0228447840807669,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00689316638785695,0.0510836724379819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226660136564116,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0.227467629271293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01660599151987,0,-0.185193170418011,0,-0.317252845354863
CN10YR,0,0,0,0,0,0,0,0,0,0,4.2351647362715e-22,0,0,5.40231317168236e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.25564900538694e-07,0,0.999957597298039,0.999947415876168
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999998851704278,0,-0.999996866142056
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.71119116635968e-07,0.999971648452363,-0.999982270300925,0
