,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0282098824761059,0.0049340215617359,0.105191974738338,0,0,0,0,0,0,0.0151518412028493,0.0521013398215039,0,0,0,0,0.0446297887470059,0.0936159243658772,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0553439649267992,0.0464155946723888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760181982815772,0,0.151662076411921,0,0.00978415893326469,0,0,0.0733695890717722
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0112281749578111,0,0,0,0,0,0,0.232461302685208,0,0,0,0,0,0.0698012267723873,0,0,0.452267933786355,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.114202454706672,0.307155817904167,0,0,0,0,0,0.0429572608663521,0.0587027450214014,0.172008286517716,0,0,0,0,0,0,0.0604685116301804,0,-0.0206635347585062,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.11169700587228,0.0801639075971777,0,0,0,0,0,0,0,0.060779167834308,0,0,0,0,0,0.219480777064555,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0.0419685259768302,0.0382530368237257,0,0,0,0,0,0,0,0.0185877038604649,0,0,0,0,0,0,0,0,0,-0.114501413762869,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.360339486345587,0,0,0,0.0238919863656463,0,0,0.0860901139222953,0,0,0,0,0,0,-1.69863063011427,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,3.01328115189519e-06,0,0,0,0,0,0,0,3.42292992290524e-06,0,0,0,0,0,0,0,0,0,-4.40875919444022e-07,0,0.999966408323538,0.999952279735395
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5028050476172e-06,0,0,0,0,0,0,0,0,0,-3.23166523226802e-07,0.999976703882145,0,-0.999976231677301
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54093017893769e-06,0,0,0,0,0,0,0,0,0,0,0.999952551817015,-0.999971935927582,0
