,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212454402772015,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.024745524075854,0,0,0.233188639017024,0,0,0,0,0,0.0842570800451883,0.0359508682337218,0.281637028754201,0,0,0,0,0,0,0.0947456074056677,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0156398900256646,0,0,0.0980265228504729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957163385284416,0,0,0,0,0
X3328.HK.EQUITY,0,0.237515223901174,0,0,0,0,0,0,0,0,0,0.0821268882493032,0.0684939318819983,0,-0.0262860396617016,0,0.0545205988877198,0,0.0329171350091515,0.0111561240238955,0,0,0,0,0,0,-0.0182151178189439,0,0.0144770267477886,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.00714873324409036,0,0,0.11505201019841,0,0,0,0,0,0,0.0156474017192982,0,0,0.0899059190360258,0,0,0,0,0.116274814238692,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.172382635757738,0.0469109300049897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415774561368127,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171467501735493,0,0,0,0.146529671652363,0,0,0,0.586488873510574,0,0,0.0325779542982539,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0.0939045259226456,0,0,0,0,0,0.0812979244430043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101613479074426,0,0,0.0291453001809593
VXFXI.INDEX,0,0,0,0,0,0,-0.0610876263770412,0,0,0,0,0,0.3900472040477,0,0,0,0,0.0527762727313966,0.212029451736275,0,0,0,0,0,0,-0.835410782542919,0,0.185200838115782,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13258870433425e-05,0,0,0,0,0,0,0,0,0,0,0,0.99995051750626,0.99990758016298
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45138314786326e-06,0.999963180449351,0,-0.999942653146335
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.95391493544085e-06,0,2.30343156355558e-05,0,0,0,0,0,0,0,0,0,3.83514565074978e-06,0.999759776987228,-0.999803568821831,0
