,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.143909650054874,0,0.148258058460171,0,0,0,0,0.172057547433127,0,0,0.057610457914784,0,0,0,0,0,0,-0.00304565919693911,0.0484420467852501,0,0
X11.HK.EQUITY,0,0.0167350232699506,0,0,0,0,0,0,0,0,0,0,0.125123236066799,0,0,0,0,0,0,0.0920959681462916,0,0,0.126385639342958,0,0.0754998032072417,0,-0.00806252631224152,0.00999054177329967,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.214113551269077,0,0,0.252149015132699,0,0,0,0,0,0,0.232383532859301,0,0.025605713720784,0,0,-0.0153547315420329,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.189795015029217,0.128379606179683,0,0,0.0533910770397355,0,0,0,0.0740725910574203,0,0,0.023449430683572,0,0.0500501834735231,0,-0.00820764128505098,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.127282931813265,0.256937968867466,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109641894643437,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119688805092098,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.85797302797682,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.58654534449641e-07,0,0.999962083121215,0.999961676682409
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.64066848561205e-07,0.999967192162893,0,-0.99995433775779
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.42233107230074e-07,0.999925487838004,-0.99990659989672,0
