,X601398.CH.EQUITY,X1398.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601328.CH.EQUITY,0,0,0,0.0908069335017704,0.185014866551554,0,0,0,0,0,0,0,0,0.0916992937683316,0,0,0.250760554522536,0,0,0,0,0,0,0,0,0,0.00619203546625988,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.188802619315654,0,0,0.284227673916839,0,0,0,0,0,0.174871181389354,0.0100050481325822,0,0,0,0,0,0.0064638727508313,0,0,0
X16.HK.EQUITY,0,-1.38777878078145e-17,0,0,0.136543371705707,0.0428117616828143,0,0,0,0,0,0.0116078763266758,0,-0.0164560220739637,0,0,-0.122715381614427,0,0,0,-0.0261547063508911,0,0.0668651069930301,0.106685509693039,0,0,0.00270924649397988,0,-0.0778264023733731,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.164400713883653,0,0,0,0,-0.0185064569071286,0.0778880639117203,0,0,-0.00889595071946644,0,0.144098679151524,0.0943425618202593,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.00722694431201188,0,0,0,0,0,0,0.257208227520883,0,0,0.144729397453275,0,0,0.087158015966401,0,0,0,0,0,0,0.117320907965385,0,0,0.0050044049396344,0,0,0
X601319.CH.EQUITY,0,0,0,-0.325441554497023,0,0,0,0,0,1.27512585638937,0,0,0,0.0252006128560233,0,0,0,0,0,0,0,0.780798398430885,0,0,0,0,0.032205200651865,0,0,0
X000002.CH.EQUITY,0,0,0,0.271049594409958,0,0,0,0,0,0,0,0,0,0.201176654499337,0,0,0,0,0,0,0.0268847405669687,0,0,0,0,0,0.0473854967091744,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.0559382589730513,0,0.117131829443755,0,0,0,0.200173767541864,0.0357686875025882,0,0,0,0,0,0,0,0.00557155608665023,0,0,0,0,0,-0.0174887553618331,0,0,0
X601601.CH.EQUITY,0,0,0,0.370811765697371,0.0923938860064485,0,0,0,0,0,0,0,0.146917095506611,0.0657710879668365,0,0,0,0,0,0,0,0,0,0,0,0,0.0163354084805301,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0591414854887632,0,0.110671970773706,0,0,0,-0.0112682182031851,0.158625425264242,0,0,0,0,0.0991628597421611,0,0,0,0.0172426430540679,0.145519517482799,0,0.0103275654059557
FXI.US.EQUITY,0,0,0,-0.193288796502781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832703567667777,0,0,0,0,0,-0.265967725201529,0,0,0
VXFXI.INDEX,0,0,0,-0.459185124193134,0,0,0,0,0,0,-0.398968932681319,0,0.513800752180336,0,0.358891873247889,0,0,0,0,0,0.0785114023214124,0,0,-0.36996764199402,0,-3.1067640163272,0,0,0,0.121585550473794
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22205197383118e-05,0,0,0,0,0,0,-9.01928299339705e-07,0,0,0,0,0,-3.23515786589857e-06,0,0.99986002066749,0.999844895351322
CN2YR,0,0,0,0,0,0,0,0,0,0,1.20075629164696e-06,0,0,0,0,0,0,0,0,0,1.90071846983558e-06,0,0,0,0,0,-6.76505926940173e-07,0.999980628732529,0,-0.999967996314165
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65341327255814e-06,0,0,0,0,0,0,1.14926932054076e-07,-1.01786826216656e-07,0,0,0,0,1.25364789360492e-06,0.999970651074452,-0.999979809500381,0
