,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0,0,0.146995935583798,0,0,0,0,0,0,0,0,0,0.655573647340612,0,0,0,-0.427056265712242,0,0.019742493063488,0,0.250556468537834,0,0,0.0259713531572041,0,0.142932012273745,0
X1299.HK.EQUITY,0,0,0.0285147655068603,0.0650880506837943,0,0,0,0,0,0,0,0,0,0,0,0,0.0620731918054236,0,0,0.106167500339799,0.0854307800915123,0,0.0676848463231306,0,0.318234178001437,0,0.0259581145165509,0,0,-0.228152186090486
X2628.HK.EQUITY,0,0,0.409651329265054,0.0802848293424421,0,0,0,0,0,0,0,0,0,0.189511002505782,0.0213336934124964,0,0,0,0,0,0,0.067935335707733,0.0729213284456289,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.110806216393805,0.131340857679126,0,0.201901014846079,0,0,0,0.198760927346211,0,0,0,0,0,0,0,0.202452654302149,0,0,0,0,0.485644723899021,0,-0.0598538536562869,-0.0264642125827954,0.183072273414725,0,0.000690578780231082
X3328.HK.EQUITY,0,0,0,0,0,0.202333895312889,0,0,0,0,0,0.0854446087859464,0.114579695183017,0.091547012722523,0,0,0,0,-0.0247074830737165,0,0,0,0.0810356951805255,0,0,0,0.00640282184992308,0,0,0
X601328.CH.EQUITY,0,0,0,0,0.0463074949862227,0,0,0,0,0,0.211623126208422,0,0,0.142739012938557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460643966169647,0
X601166.CH.EQUITY,0,0,0,0,0.117103421739468,0,0,0,0,0,0.221805821475141,0,0,0,0,0,0,0.376740383816566,-0.0012497425914568,0,0,0.0538713499693721,0,0,0.0533584216945804,-0.114527206556628,-0.0170886494572186,0,-0.00486299653052139,0
X600000.CH.EQUITY,0,0,0,0,0.2732254526934,0,0,0,0,0,0.231718992544454,0,0.023226748942859,0.0604980240286425,0,0,0.189302727409042,0,-0.1210343226165,0,0,0,0,0,0,0,-0.0256192067584967,0,0,0
X601319.CH.EQUITY,0,0,-0.415626118298287,-1.04794329157304,0,0,0,-0.0515726101486775,0,0,-0.0726829676400954,0,0.809981112674174,0.0170730741407822,0,0,0,0,0,0,0,0.775303942064508,0,0.393755101281759,0,-0.33782896982447,-0.0984127690354045,0.389898490216418,0,0.10723529296684
X11.HK.EQUITY,0,0,0.277185736930464,0,0,0,0,0,0,0,0,0,0,0,0.107619402649478,0,0,-0.00879273096657345,0.068372199813262,0,0.104038331835794,0.0923372976254075,-1.73472347597681e-18,0,0,0.0515592548946929,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,-0.269072866389729,0.0370200380249915,0,0,0,0,0.313311852576539,0,0,0.253542841434335,0,0,-0.133112283711277,-0.037190945827464,0.532781383069313,0,0.0839900579751678,0,0,0,0,0.00960068709531394,0,0,0.203430819255152
X000002.CH.EQUITY,0,0,0,0.134294341899642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242849797580542,0,0.617032380834778,0,0,0,0,-0.455508919945565,-0.0704014419666577,0,0.0970647064655158,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.168256488376305,0.258567995517529,0.212333149311213,0.0896682121412558,0,0,0.0755672728521165,0.000998869412149695,0,0,0,0,0,0.199314437304455,0,-0.0414747479533803,0,-0.0480098701335262,0
X601601.CH.EQUITY,0,0,0,0.246102627323052,0,0,0,0,0,0,0,0,0,0.168885708202171,-0.0164557475566604,0,0.171319244191862,0,0,0,0,0.0440274675549277,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.198153792400643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238007433266364,0,0,0,0.544168462540758,0,0,0,-0.0155678108354271,0,-0.0856321193876029,0.0411997334787264
FXI.US.EQUITY,0,0,0,-0.0491303180200241,0,0,0,0,0,0,0,0,0,-0.27315582973942,0,0,0,0,0,0,0,-0.0632799598216654,0,0,0,0,-0.244129675850428,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,-0.234777830243449,0,-1.31051278896192,0,0,0,0,0.359454894649851,0,0,0,-0.114732713227554,-0.175305491141039,0,-3.98949673842567,0,0,0,0.108177914673399
CN10YR,0,0,0,0,0,0,0,0,0,0,4.29519011794392e-06,0,0,3.53418283322232e-07,0,0,0,0,0,0,0,0,0,0,0,0,-3.83335093440315e-07,0,0.999985870361197,0.999986842147105
CN2YR,0,0,0,0,0,0,0,0,6.29631823907494e-07,0,-9.55268788275734e-08,0,0,0,0,0,0,-4.17968890841755e-06,0,0,-3.10557907482895e-06,-1.08165016739587e-06,0,0,0,0,5.03597356578137e-07,1.00000023985065,0,-0.999995919015929
CN210SLOPE,0,0,0,0,0,-2.63233851418618e-06,0,0,0,0,0,-3.04746138765496e-07,-8.5690057768171e-07,0,7.58165335609878e-06,0,0,0,0,0,0,-2.94875511126807e-06,0,0,0,0,3.2669531441165e-07,0.999996030801558,-0.999996436957504,0
