,X601398.CH.EQUITY,X1398.HK.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0,0.294180207671084,0,0,0,0,0,0,0,0,0,0,0.509533314570901,0.0533275544524442,0,-0.634822638461226,0.0372083307636261,0,0.0182789173775039,0.199165482344353,0.0496777281293379,0,0,0.0162794572482306,0,0.165780391206213,0
X1299.HK.EQUITY,0,0,0.0367082735080305,0.0843936534632309,0,0,0,0,0,0,0,0,0,0,0,0,0.0617302375960529,0.141163003215099,0.107661827968207,0,0.141520453704764,0,0,0,0.254047117873222,0,0.00332381564214291,0,0,-0.298007340694354
X2628.HK.EQUITY,0,0,0,0.259774877775415,0,0,0,0,0,0,0,0,0,0.263759024880872,0,0,0,0,0,-0.0442401613440962,0,0,0,0.0138024370846863,0,0,-0.0446264428332457,0.086675127354053,0,0
X601628.CH.EQUITY,0,0,0,0.0928081434696811,0,1.73472347597681e-18,0.329777459369812,0,0,0,0.136835062533223,0,0.133309593667709,0,0,0.0954327417313172,0,0,0,0.156632730227547,0,0,0.462868760062598,0,0,-0.152729514690136,-0.0497240920899633,0.165137572299499,0,0.0754265875195368
X3328.HK.EQUITY,0,0,0,0,0.212239166039872,0,0,0,0,0,0,0.118080572966551,0.145889260110654,0.102643208499486,0,0,0,0,0,-0.0349574230834599,0,0,0,-3.46944695195361e-18,0.010731151537796,0,0.0011506238668161,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.260780168525222,0,0,0,0,0,0,0.104172023949676,0.120437071152114,0.0511379837564333,0,0.11244791825236,0,0,0,0,0.064326126824985,0,0,0,0,-0.0164661554849867,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.493977566224987,0,0,0,0,0.184070634754872,0,0,0,0,0,0,0.297460929126439,0,0,0,0.0617853237455355,0,0,0,-0.0113928779494393,0,0,0,0.0131787434086628
X600000.CH.EQUITY,0,0,0,0.0300044391036512,0,0,0,0,0,0,0.123121805550869,0,0,0,0,0,0.551536151858931,0,0.0897738911477046,0,0,0,0,0,0.061528715258281,0,0,0,0,0
X11.HK.EQUITY,0,0,0.226007988405897,0,0,0,0,0,0,0,-0.057405452872521,0,0.188135382713717,0,0.0365797977549117,0,0,0,0,0.0670959736092397,0.111966002267376,0.0284508275970487,0,0,0,0,-0.00942197729214744,0,0,0
X601319.CH.EQUITY,0,0.450999264540552,0,-0.923289837402126,0,0,0,0,0,0,0,-0.722250548884428,0,0,0,0.277208108574951,0,0.652655429534035,0,0,0,1.17889407712818,0.681880533462336,-1.33439600069673,0,0,0.0246031578106919,0.209811496339318,0,0.615673069559951
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.262985317219142,0,0,0,0,0,-0.188519126086547,0,-0.0450641732907425,0,0.145570320494109,0,0,0,0.0840539613189815,0.0319826130093423,0.0733338057531322,0,0.21522731350466
X000002.CH.EQUITY,0,0,0,0.331185731801912,0,0,0,0,0,0,0,0,0.399733438511097,4.33680868994202e-19,0,0,0,0,0,0,0.399822498710297,0,0,0,0,-0.214393426704136,0,-0.0156997300691926,0,-0.241537983227741
X601601.CH.EQUITY,0,0,0,0.21470407528839,0,0,0,0,0,0,0,0,0,0.177450020637437,0,0,0.14874651379942,0,0,0,0,0.0579731663363748,0,0,0,0,-0.000145494251841778,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.255579292556618,0.349052194528328,0.0873286556713271,0,0,0,0,0,0.0183422195276,0,0,0,0,0.207954009634619,0,-0.0257799336730641,0,-0.0537656782904575,0
X2388.HK.EQUITY,0,0,0.251854384035539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103383720587733,0,0,0,0.514241111082913,0,0,-0.0165556423858605,0,-0.11611432384418,1.73472347597681e-18
FXI.US.EQUITY,0,0.564800193727519,0,-0.0387933370650196,0,0,0,0,0,0,0,0,0,-0.280972045066429,0,0,0,0,0,0,0,0,0,0,0,0,-0.245044695765634,0,0.0260590149660754,0
VXFXI.INDEX,0,2.25497364061979,0,-0.252575872857462,0,0,0,0,0,0,0,-0.917583893209365,0,-1.14198869820168,0,0,0.647346661711725,0,0,-0.00373799810303195,0,0,0,0,0,-3.98887240208593,0,0,0,0.180544778579608
CN10YR,0,0,0,0,0,0,0,0,0,0,2.61372065286305e-06,0,0,6.8007873251143e-07,0,0,0,0,0,0,0,0,0,0,0,0,-3.37197015472318e-07,0,0.999983644987012,0.999985923250613
CN2YR,0,0,0,0,0,0,0,0,0,1.09948750373428e-06,0,-1.59856806590463e-06,-1.00274393983394e-06,0,0,0,0,-3.98028298202102e-06,0,0,0,-9.47996161712717e-07,0,0,0,0,2.64041002305237e-07,0.999999522352564,0,-0.999996174162846
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72260215792881e-06,0,0,0,0,-1.57964122912226e-06,0,-2.81078269203169e-06,0,-1.13542851212618e-06,0,0,3.19033937000125e-07,0.999993081089158,-0.999994127773903,0
