,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0651517556325118,0,0,0,0,0,0,0,0,0.0139573183361103,0.0812506592727565,0,0,0,0,0,0,0,0,-0.0226917131135767,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094353561142959,0,0,0,0,0,0,0,0.263052086138884,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0577084834007825,0.0125374697455545,0,0,0,0,0,0,0.330507971159369,0.0177582528197404,0,0,0,0,0,0,0,0.0155837053457591,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.131091753174946,0.017370887970511,0,0,0,0,0,0,0,0.00662190964289742,0,0,0,0,0,0,0,0.18223102519763,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.139265973073204,0.226003851733229,0,0,0.2101187373191,0,0,0,0,0.0157426271518504,0,0,0,0,0,0.0563229055798646,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142749172804895,0,0,0
VXFXI.INDEX,0,7.43374705330617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755637227246584,0,0,0,0,0,0,0,0,0,-1.91261696028168,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999978393477676,0.999973865061922
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999984543068295,0,-0.999986303710903
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966871311003,-0.99997521817505,0
