,X1398.HK.EQUITY,X601398.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X3328.HK.EQUITY,0.134436044888241,0,0,0,0,0,0,0,0,0,0,0,0.121835124503384,0,0,0,0,0,0.0497180406843763,0,0,0,0.01396095304999,0,0,0,-0.00537587849575561,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0910364022383353,0,0,0,0,0.287232721638213,0,0.0809394112297199,0,0,0,0,0,0,0.158763296991219,0,0,0,0,0,0.00308531797301822,0,0,0
X601319.CH.EQUITY,0,0,0.147818008136566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131859311399608,0,0,0.426731793827037,0,0,0.0115489088158189,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107772383609545,0,0,0,0,0,-0.0285124273433995,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383959637242698,0,0,0,0,0,0,0,0,0,0.00465568262557621,0,-0.0120572319713316,0
X000002.CH.EQUITY,0,0,0.208359491419724,0,0,0,0,0,0,0,0,0.112295633625034,0,0.172114694449238,0,0,0,0,0,0,0,0,0,0,0,-0.101331774173673,0,0,0,0
X11.HK.EQUITY,0,0,0.0138757292758508,0,0,0,0,0,0,0,0.0465590280683141,0,0,0,0,0.0398368870616928,0,0.00966466617036299,0.142604284890602,0,0,0,0,0.0807753371203822,0,0,-0.00715573064822973,0,0,0
X388.HK.EQUITY,0,0,0.107607134070124,0,0,0,0,0,0,0,0,0,0.0377361040209186,0.0343857978050348,0,0.042464288504923,0,0,0,0,0,0,0,0,0,0,-0.0119839975871937,0,0,0
X601601.CH.EQUITY,0,0,0.0887881050794353,0,0,0,0,0,0,0,0,0.0667824759268654,0,0.467048090370023,0,0,0.0909136674774602,0,0,0,0,0,0,0,0,0,0.0020485680511375,0,0,0
X2388.HK.EQUITY,0,0,0.0285683165185396,0,0,0,0,0,0,0,0.0552943016737259,0,0,0,0,0.00368100284035918,0,0,0,0,0,0,0.211999838023207,0,0,0,-0.00777126955951338,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134963524939716,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301996054487086,0,0,0,0,0,0,0,0,0,-0.103926879971419,0,-3.64225018005156,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947904483651,0.999911635944748
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00893291345373e-07,0.99998873900351,0,-0.999980340693117
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01396015948374e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.16921285273607e-07,0.999978655854792,-0.999980678065436,0
