,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X1299.HK.EQUITY,0,0,0.0171041810715316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159514846558887,0.0178792323037832,0.0541295256559095,0,0.451758609036202,0,0,0.0165503827817868,0,0,-0.118397701106984
X2628.HK.EQUITY,0,0,0.0508713351509103,0.437558193152698,0,0,0,0,0,0,0,0,0,0.198547221409084,0,0,0,0,0,0,0,0.0700697102106681,0,0.0857962139708881,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.159071129412745,0,0,0,0,0,0,0,0.073068645222329,0,0.0471857359892492,0,0,0,0.139542578461447,0.394425886820559,0,0,0,0,0.416939862162089,0,0,0,-0.00408218701622014,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.229963958092769,0,0,0,0,0.0456153385321563,0,0,0.0743344530786633,0,0,0.0874629286439487,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.EQUITY,0,0,0,0,0.113004010374196,0,0,0,0,0,0,0,0.0982829229274413,0.0262191720052338,0,0,0,0,0,0,0,0,0,0.211828189123209,0,0,0.000134486416317332,0.0356005950935044,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.231276118046168,0,0,0,0.0167636342075463,0,0,0.0404317189730253,0,0,0,0,0.442719587201295,0,0,0,0,0,0,-0.109837222855431,-0.00956570883402569,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.195816541379568,0,0,0,0,0.146561248216925,0.160533551398374,0,0,0,0,0,0,0,0.631670579720633,0.0374199611459223,0,0,0,0,0,0,0.0149956926865505
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0806919781016345,0,0,0.0189870059156074,0,0,0.624481438614504,0,0,0,0,0,0,0,0,0,0,0,-0.00537767279954926,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.518464908570464,0.0565077731830827,0,0,0.0213932275481406,0,0,-0.101098452767469,0,0,0.11850226097766,-0.0948519946180951,0,0.154984591737811,0.117943709114631,0.0549657105385819,0.0281186255492262,0,0
X11.HK.EQUITY,0,0,0.0377786304541997,0,0,0,0,0,0,0,0,0.0816783961439891,0.0502086531140149,0,0,0,0,0,0,0.0804302793391445,0,0,0.0867898667699804,0,0,0,-0.00652504929247376,0,0,0
X000002.CH.EQUITY,0,0,0.206425530762447,0,0,0.245996718189912,0,0,0,0,0,0,0,0,0,0,0,0.268810493251187,0,0.196579699567868,0,0,0,0,0,-0.170737991933594,0,0,0,0
X601601.CH.EQUITY,0,0,0.135080794372312,0,0,0,0,0,0,0,0.21650606079085,0,0,0.306970944913744,0,0,0,0.0493648762500601,0.0930937002465662,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.194067809049564,0,0,0,0,0,0,0,0,0,0.30282518136871,0.0452633775243783,0.0358024331013557,0,0,0,0,0,0,0,0,0,0,0.046083702328156,0,-0.021350472081392,0,0,0
X2388.HK.EQUITY,0,0,0,0.291080572279404,0,0,-0.122500204701117,0,0,0.0303869859123269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324840953309426,0,0,-0.00410105351430355,0,0,0.0608904940830893
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194739315602555,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22738736876263,0,0,-3.80011831651688,0,0,0,0
CN10YR,0,0,2.71566051716813e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47289496200024e-06,0,0.999964098360563,0.999963795031206
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82565053214545e-06,0,0,0,0,0,0,0,0,0.999994747999625,0,-0.999994521924939
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28082364783397e-06,0,0,0,-9.14685457277904e-07,0,0,0,0,1.02870604275813e-06,0.999988807928584,-0.999990488319407,0
