,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X3328.HK.EQUITY,0.121310181104464,-0.140571036676076,0,0,0,0,0,0,-0.0777668478779031,0.0552172428979479,0,0,0.291108694477942,-0.0459119056548946,0.180438673619925,0,0,0,0,0,-0.0358708278357468,-0.0990743246435838,0,0,0,0.0110600201204886,0,0,0,-0.0312382518310606
X601328.CH.EQUITY,0,0,0,0,0,0.0149761841117031,0.276984266164584,0,0,0,0,0.0934967082297693,0,0,0,0.0851739885216361,0.0955572064193334,0,0,0,0,0,0,0,0,0,0.00428961548048707,0,0.00553490745766107,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.129627893708691,0.153219525865621,0,-0.0823538452819667,0,0,0,1.23276239776652,0,0,0,0,0,-0.108202458679704,0,-8.67361737988404e-19,0,0,0.00432260176272968,0.161926413876899,0,0.00263061427598393
X600000.CH.EQUITY,0.0246756759835695,0,0,0,0,0,0,0.00609997101834847,0,0,0,0.0870459957563423,0.00704651875647579,0,0.0225163089015972,0,0.500912138316089,0,0,0,0,0,0,0,0,0,-0.0102165724114156,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0206668213946574,0,0,0,0,0.0326301010731745,0.0590661470081783,0,0.156282280815363,0.0282690689669408,0,0,0,0,0,0.170818291508815,0,0,0,-0.0197929583264194,0,0,0.0197956254125559
X601319.CH.EQUITY,0,0,0,0,-0.169148781795168,0,0,0,0,0.329263774874158,0,0,0,0,-0.0476914964580401,0.272060969546041,0,0,0,0,0,0,0,0,0.175454247259482,0,-0.0339800235788493,0,-0.0138175946572228,0
X000001.CH.EQUITY,0,0,0,0.195065084776434,0,0,0,0.0282029032807514,0,0.061747421176998,0,0.443153649115128,0,0,0.0264421644928993,0,0,0,0,0.0240712337849767,0,0,0.0451160468930156,0,0.030165070235525,0,-0.00829546430664044,0,0.025225906005447,0
X601601.CH.EQUITY,0,0,0,1.22838856163407,0,0,0,0,-0.0938001769123343,0,0,0,0,0,0,0,0,-0.0593743180871975,0,0.164821988373804,0,0.160545912194548,0,0.00682819778503183,0,0,-0.131764152375813,-0.168365284784872,0,-0.172253088643184
FXI.US.EQUITY,0,-0.0542621343640074,0,0,0,0,0,0,0,0.225752491975857,0,0,0,0,0,0,0,0,0,0.00818355181451178,0,0,0.0887007498332758,0,0,0,-0.174237098652175,0,0.0168731047186684,0
VXFXI.INDEX,-0.249393392309362,0,0,0,0,0,0,0,0,0.861352645075769,0,-0.0316907968466656,0,0,0.269998339450949,0,0,-0.622795140938189,0,0,0,0,0.289344178393249,0,0,-2.92320410843633,0,0,0,-0.25085687791698
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999979296264769,0.999977533437202
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04784622932926e-06,0,0,0,0,0,0,0,0.999998569050337,0,-0.999997134982316
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88842523840251e-06,0.999981505332068,-0.999985088194762,0
