,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X3328.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160322209034168,0,0,0,0,0,0,0,0.0161123673000617,0,0,0,0,-0.00288268952691868,0.00729066387263265,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00119327262596965,0,0.0538118548123162,0,0,0,0.215484364683732,0,0,0,0,0,0,0,0,0,0.00584711147974652,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.17360800625986,0,0,0,0,0,0.329393711942753,0,0.157916141780171,0,0,0,0,0.0274340277679645,0,0,0,0,0,0,0,0,0.00438213123259261,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0577178671414013,0,0,0,0.237673448028508,0,0,0,0,0,0,0,0,0,0.0130475078245623,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0946722398940772,0,0,0,0,0.0150568678601763,0,0,0.00883302233498089,0,0,0.0205727360300754,0,0,0,-0.0093143074363316,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.535529571483473,0,0,0,0,0,0,0,0,0.246337067542944,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098129113545836,0,0.0471620868400611,0,0.104234800454469,0.0517367367209567,0,0.00310280936397039,0,-0.0391223744381914,0
X000002.CH.EQUITY,0,0,0.308484339987705,0,0,0,0,0,0,0,0,0,0.220124050280848,0,0,0,0.12100082768275,0,0,0,0,0,0,0,0,0,0.0288136249950095,0,0,0
X601601.CH.EQUITY,0,0,0.161583569076692,0,0,0,0,0,0,0,0,0,0.462021937568171,0,0,0,0.0328825847822451,0,0,0,0,0,0,0,0,0,0.0105202648493002,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0954825149690651,0,0,0.0146099473374899,0.0619805862305044,0,0,0,0,0,0,0,0,0.0504675329160366,0,0,0,0,2.16840434497101e-19,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.160094225161669,0.187901260508501,0,0,0,0,0,0,0,0,0,0,0,0,-0.025983977374403,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118541709283522,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,-0.246842472362886,0,0,0,0,0,0,0,0,0.00494516493308402,0,0,0,0,0,-3.51264116061403,0,0,0,0
CN10YR,0,0,1.84095341407612e-06,0,0,0,0,0,0,0,0,0,2.53553581939269e-06,0,0,0,0,0,0,9.2502632861383e-07,0,0,0,0,0,0,-1.76796750608114e-06,0,0.99994759582062,0.999932676596013
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75407822116953e-06,0,0,0,0,-6.44339353639584e-07,0.999983797192877,0,-0.999978292498664
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04521409205878e-07,0.99996839064843,-0.999973848031555,0
