,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601328.CH.EQUITY,0,0,0,0,0,0,0.0205171075777281,0,0,0.0167419198113703,0,0.0767952958735099,0,0,0,0.0136768990578747,0,0,0.0254189518790591,0,0,0,0.155132390057211,0.0940449950237867,0.00937142275424601,0,0,0,0.0101140979477502,0
X3328.HK.EQUITY,0,0.367283919847954,0,0,0.19165114676779,0,0,0,0,0.0746747765157565,0,0,0,0.145433599078864,-0.0461801838132296,0,0.0280449750543427,0,0,0.0265458645471729,0,0,0,0,0,0,-0.0203268124526043,0,0.0138968414634323,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.161427616523835,0,0,0,0,0,0,0.0581662361278658,0,0.0965433659320588,0,0.114098729003953,0,0,0,0.141439460994763,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.195070190380618,0,0,0,0,0.207744824911563,0,0,0,0,0,0,0,0,0.0500786378156368,0,0,0,0,0,0,0,0.452223948233958,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.000150360102729646,0,0,0,0,0,0,0,0,0,0,0,0,0.0550218049665314,0,0,0.331634567002028,0,0,0,0,0.190628322683925,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0887203162142123,0,0,0,0,0,0.089482076566979,0,0,0,0.0224358357108776,0.0674867205593123,0,0,0,0,0.0177205898394799,0,0,0,0,0,0,0,0,-0.119778888919825,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,-0.450221179049045,0.254313389792792,0,0,0,0,0.362520702273197,0,-0.0282095755876329,0.0277165820263127,0.451506114947377,0,0,0.414268104628147,0,0,0,0,0,-2.34316014387318,0,0,0.0865289872453079,-0.492462210026767
CN10YR,0,0,0,0,0,0,0,6.48155465455136e-06,0,0,0,0,0,0,0,0,3.78161994239103e-06,0,0,0,0,0,0,0,0,0,6.73484645546557e-07,0,0.999954153679174,0.999939740029047
CN2YR,0,0,0,0,0,0,0,1.58569762230749e-06,0,0,0,0,0,0,2.29324484414387e-06,0,0,0,0,0,0,0,0,0,0,0,1.94758102868452e-07,0.999959062403085,0,-0.99993900310037
CN210SLOPE,0,0,0,0,-1.01996096850368e-06,0,-2.68635279624601e-06,0,0,0,0,0,0,0,-4.91216767825159e-06,0,0,4.81834761579416e-06,0,0,0,0,0,0,0,0,-1.65436122510606e-24,0.999963138408996,-0.999961531662576,0
