,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639125673905916,0.00525143619302247,0,0,-0.40568662789697,0,0.0261892947968927,0.248091932913573,0,0.0683509192920188,0,0.0251024692273706,0,0.150116715887457,0
X1299.HK.EQUITY,0,0,0,0.119901179585421,0,0,0,0,0,0,0,0,0,0,0,0,0.155076874437985,0,0,0.061995600979761,0.135239023184544,0,0,0.221829293807333,0.119795038299741,0,0.0281867722886912,0,0,-0.285297736975735
X601628.CH.EQUITY,0,0,0.113309744658525,0,0,0,0.254468953268217,0,0,0,0.185321824339918,0,0,0.107208710658918,0,0.0968049689580753,0,0,0.164649075796969,-0.140360645229162,0,0,0.474432806365381,0,0,-0.114640665112902,-0.0363098676159149,0.214095240713427,0,0.0156679787403771
X2628.HK.EQUITY,0,0,0.223994347383509,0,0,0,0,0,0,0,0,0,0.278584425964529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531837704471653,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0.420944574230308,0,0,0,0,0,0.0785199258996031,0.0189289907487439,0.108659355562558,0,0,0,0,0,0,0,0.0288912142467756,0,0,0,0,0.00061616698709022,0,0,0
X601328.CH.EQUITY,0,0,0,0,0.278235590917541,0,0,0,0,0,0,0,0.0900694910356406,0.0511331688329974,0.0790880903897952,0,0.163633672129055,0,0,0,0,0.0721816688468411,0,0,0,0.0089225934999357,-0.0173403700543133,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.320191268025379,0,0,0,0,0,0.139661977704299,0,0.00647960666445588,0,0,0.141807635688701,0,0.369854785539224,0,0,0,0.0525023707571723,0,0,0,-0.0514040837282709,-0.00856886867456267,0,0,0
X600000.CH.EQUITY,0,0,0.0320953973585467,0,0,0.102630528818972,0,0,0,0,0.231705262439059,0,0.0236370250701813,0,0,0,0.230038502270696,0,0,0,0,0,0.00665841987890648,0.219035468651936,-0.0751042696658691,0,-0.00980663369691253,0,0,0
X601319.CH.EQUITY,0,0.207251182784039,-0.659808434752604,0,0,0,0,0,0,0,0,-0.768764632588998,0,0,0,0.387256809971692,0,0.852711392645015,0,0,0,1.3149200773159,0,0,-0.493290215367036,0,0.0208722681593566,-5.55111512312578e-17,0,0.79594810887769
X11.HK.EQUITY,0,0,0,0.0573454217010703,0,0,0,0,0,0,0,0.0173490533789424,0,0.142846381559041,0,0,-0.0960458871777563,0,-0.0141898955109459,0,0.269818377667205,0.0232401000568251,0.153668808209519,0,0,0,-0.01159051532899,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.194220043766434,0,0.0397971011904729,0,0,0,-0.233022790336266,-0.0637079474835491,0.371249066217146,0,0.109538098501152,0,0,0,0,0.00655184620582519,0.0138126143790245,0,0.262305873621575
X000002.CH.EQUITY,0,0,0.290015245498806,0,0,0,0,0,0,0,0,0,0,0.425889404356597,0,0,0,0,0.00614941171545393,0,0.347981496855232,0,1.73472347597681e-18,0,0,-0.220086283725821,0,0,0,-0.237960569054354
X601601.CH.EQUITY,0,0,0.271457519748996,0,0,0,0,0,0,0,0.0640021443071571,0,0.215630903705933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699025127161066,0,0,0
X2388.HK.EQUITY,0,0,0,0.353162272773565,0,0,0,0.166141798341258,0,-0.0431599160568681,0,0,0,0.173932164210115,0,-0.00142484942260016,-0.233446276773961,0,-0.0224061446452381,0,0,0,0,0,0.444216484212264,0,-0.00323360702375347,0,-0.0959826105010348,0.177133258642327
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.174182194271255,0.13157544338696,0.358775032026161,0,0,0,0,0,0,0,0,0,0.224887758278214,0,0,-0.0297740689715717,0,-0.0440089511093462,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.268219905090028,0,0,0,0.0657291268202088,0,0.0776615922141387,0,0,0,0,0,0,0,-0.237248829904067,0,0.160233478241554,0
VXFXI.INDEX,0,1.65777452159786,-0.551387417628052,0,0,0,0,0,0,0,0,-1.30239680138725,-0.805264815385309,0,0.0728014490091033,0,0.834976685388474,0,0,0,0,0,0,0,0,-3.96100185842959,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,2.73463431286955e-06,0,6.13676670584402e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10369805541295e-07,0,0.999983803202018,0.999985626264395
CN2YR,0,0,0,0,0,0,0,0,0,9.99666183452871e-07,0,0,3.82698992377621e-07,0,0,0,0,-2.64263588590128e-06,0,0,0,-1.48156964378493e-06,0,0,0,2.56532781677884e-06,1.11408044269992e-06,1.00000068010729,0,-0.999997946214258
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,-5.92951753459144e-07,0,0,0,0,0,0,-8.5057197592646e-07,0,0,-2.5116959964333e-06,0,0,0,0,3.72028774440679e-07,0.999998086299475,-0.999997343613645,0
