,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0604790649826983,5.42101086242752e-20,0,0.0305459053891788,0,0,0.0889311197846165,0,0.0348121344104395,0,0.117820376788183,0,0,0,0,0.00619000343133912,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140405705867994,0,0.129396407885015,0.232046083337762,0.103022796344284,0,0.00905007557853199,0,0,0
X2628.HK.EQUITY,0,0,0,0,0.0541486434540006,0,0,0,0,0,0,0.191363791615595,0,0.0786566584030061,0,0,0,0,0,0,0.118097411294674,0,0,0,0.0503267084441323,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.261071782552083,0,0.0188161835416624,0,0,0,0,0,0,0.227163045291161,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.216928603615503,0,0,0.0853358586502043,0,0,0,0,0,0.067214455502872,0,0.101403039233375,0,0,0.0110168490979158,0,-0.000897459433196259,0,0,0
X3328.HK.EQUITY,0,0.066857480863788,0,0,0.241516137723111,0,0,0,0,0,0,0.12048489313291,0.00901556629941437,0,0,0,0,0,0,0,0.0155957432394452,0.0617018454335892,0,0,0,0,0.00881826773001063,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532107580867998,0,0,0.133829157214997,0,0.0171251087357625,0,0,0,0,0,0,0.000275485439988149,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.203837979210804,0,0.0642341557517515,0,0,0,0,0,0,0.078934286050796,0,0,0,0,0,0,-0.000828737104747397,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868869447786052,0,0,0,0,0,0,0.243401655761029,0.0485267928593956,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104896034241461,0,0,0.329446543551761,0,0,0,0,0,0,0,0,0.0237186213404767,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0389126608139243,0,0.0443589585101749,0,0,0,0,0,0,0,0,0,0.17605691738381,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.195267639669271,0,0.0557651638185504,0.0344083750799873,0.164703982551256,0,0,0,0,0.0768458476892434,0,0,0,0,0,0,-0.00721810675191562,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.26027823013555,0,0,0,0,0,0,0,0,0.113561512117894,0,0,0,0.0685854167921543,0,0.002083928684443,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.247576638753827,0,0,0,0.136508209325549,0,0,0,0,0,0,0,0,0.246221433700585,0,0,0,0,0,-0.00208599218391749,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0788497748075771,0,0,0,0,0,0,0,0,0.0427550990346638,0,0.0779150145580041,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250658401541813,0,0,0.021219979365078,0,-0.108449411063538,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726162881267186,0,0,0,0,0,-0.022380355945657,0,0,0,0,-3.45595752077883,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2653939619135e-07,0,0.999964194358745,0.999915319939056
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608737522523667,0.527616559502171,0,0
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28265027976777e-06,0,0,0,0,0,-2.80306483293254e-06,0.999623748596211,-0.999402207391093,0
