,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.248520758505363,0,0,0,0.0915562547347053,0,0,0,0,0,0,0,0,0.135850792518875,0,0,0,0,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.350075545062901,0,0.297179073670949,0.170487871049,0,0,0,0,0,0,0.0376387585587925,0,0,0,0,0,-0.0164806348340207,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.247545233229453,0,0.129939387876373,0,0,0,0,0,0,0,0,0,0,0,0,-0.021679445418797,0,2.16840434497101e-19,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.275329129371414,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757935633754647,0.0161492546346734,0,0
X388.HK.EQUITY,0,0,0,0,0,0.108222840940246,0,0,0,0,1.73472347597681e-18,0.084247492257539,0.243815317837994,0,0,0,0,0,0,0,0.038731240392622,0,0,0,0,0.0841399246853454,0,0.00561014320224864,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0726094356473631,0,0,0,0,0,0,0,0,0,0.346704552725567,0,0,0.0330996502688369,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.039136111858389,0,0.0673364001154169,0.0201436331742635,0,0,0,0,0,0,0,0.0410554279967426,0,0.093690797278818,0.0810747267646886,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0394062901921456,0,0.00963199792444365,0,0,0,0,0.12026100144078,0,0,0,0.0479273787493709,0,0,0,0,0,0,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.303042802208767,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00706009463732351,0.0280377491780681,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.123271797222845,0,0.0731979321991583,0,0,0,0,0.179440863884933,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0373430527585943,0,0,0,1.0095692010169,0,0,0,0,0,0,0,0,0,0,0,0.10083098815764,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00765407866482604,0.0792635291509679,0,0,0,0,0,0,0,0,0.0379841125711745,0,0,0.0208052406808978,0.229995704143374,0,0,0,0,0.026647924209056
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.174851072703037,0,0.230731273894347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00507956125059962,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17180186497858,0,0,0,0,0,0,0,0,0.243020647926053,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0163428520822603,0.140376952123459,0.113075644890774,0,0,0,0,0,0,0,0,0.0709028668311144,0.0355531915770717,0,0.279659737472703,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0524431246375449,0,0,0,0,0,0,0,0,0.0326165183475221,0,0,0,0,0,-0.118034917379033,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120254643296827,0,0,0,0,0,0,0,0.353118885425852,0,-2.5001320856828,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11758236813575e-22,0,0,0,0,0,0,0,0.999945060643063,0.999925020891403
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999129098997,0,-0.999991236582203
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50447380727031e-06,0,0,0,0,0,0,0.999951390418014,-0.999968612070055,0
