,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601328.CH.EQUITY,0,0,0,0,0,0.0611658457377366,0,0.132767334548185,0,0,0,0,0,0.0119666842929452,0,0,0,0.13478800056793,0.115863235240494,0.0958909766079941,0,0,0,0,0.00894393701216455,0,-0.00108196060524538,0,0.0385543660053267,0
X3328.HK.EQUITY,0,0,0,0.0303821869087936,0,0.187731022490208,0,0,0,0,0,0,0,0.069992592764911,0.155666498388391,0,0,0,0,0,0,0,0.0705904184628306,0.0129544649076571,0.0285786945876687,0,-0.00446302957502452,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.41679479602724,0,0,-8.67361737988404e-19,0.19892872689993,0,0,0,0,0,0,0,0,0,0,0,-0.0145004151755851,0,0,0
X601319.CH.EQUITY,0,0,0.198491429218052,0,0,0,0,0,0,0,0,0,0,0.145819307534932,0.161628725770311,0,0,0.0336035394565734,0,0,0,0,0,0.109473427329661,0,0,0.0251871611503175,0,0.0805441654380491,0
X000001.CH.EQUITY,0,0,0,0.282112199361996,0,0.00896449055625589,0,0,0,0,0,0,0,0,0,0,0,0.522477031316199,0,0,0,0,0,0,0,0.0575368975113454,2.71050543121376e-20,0,-0.125308626963183,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192734476733662,0,0.144536707615501,0,0,0,0,0,-0.0665239901610788,0,0,0,0.470727231419378,0,0,-0.0289232423536046,0.129105684131993,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0160795313363647,0,0,0,0,-0.0416676011558711,0,0.22808795480205,-0.193683170287254,0,0.276398934918065,-0.00998181425677142,0,0,-0.00579703371255744,0.221358127720495,0.178186706004933,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.215075069955509,0,0.265460431472515,0,0.0131017330922235,0,0,0,0,0.140705953618667,0,0.266137027182016,0,0,0,0,0,0,-0.20644042105446,0.0319810825881133
X11.HK.EQUITY,0.353904039430399,0,0,0,0,0,0,0.517105913476857,0,0,0,0.327509045488866,0,0,0,0,0,0,0,0,0.0485615108622838,0,-0.21860752335513,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.386014369721545,0,0,0,0,0,0,0,0.474214951525586,0,0,0,0,0.129681478590913,0,0,0,0,0,0,0,0,0,-0.0184217102418044,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172459197099145,0.0638195481804681,0,0,0,0,0,1.73472347597681e-18,0,0,0.111227151000684,0,0,-0.101598398352019,0,0,0
VXFXI.INDEX,0,0.89789241126894,0,0,0,0,0,0,0,0,0,0,0,0.180478546854477,0,0,0,-0.10464768885531,0,-0.434116325264665,0,0.879982585463156,0,0,0,-4.52017067849191,0,-0.0121064076422098,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,-1.71072470456903e-06,0,0,1.56429574729442e-06,0,0,0,1.67407311144724e-06,0,0,0,0,0,0,0,-4.06035154842487e-07,0,0.999997160451265,0.999979616949716
CN2YR,0,0,0,0,0,0,0,0,0,0,0,6.58633660472834e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999923750535404,0,-0.999875431056011
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42826934437047e-05,9.49067766379561e-06,0,0,0,0,0,0,0,0,0,0,0,8.08640896544673e-07,0.999886768474329,-0.999852582503995,0
