,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0,0,0.440941109115709,0.00875151345612618,0,0,0,0,0,0,0,0,0.171538937203004,0,0,0,0,0,0,0.0169433690553794,0,0,0,0.0816303248874151,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227534023972108,0,0,0,0,0.0455545836492339,0.266829459225569,0,0,0,0,0,0,-0.164775385382412
X2628.HK.EQUITY,0,0,0.188169985608698,0.143207830502802,0,0,0,0,0,0,0,0,0,0.280300315183197,0,0,0,0,0,0,-0.0827339413422395,0.0936106891306931,0,0,0.0462019800460316,0,-0.00718708150016605,0,0,0
X601628.CH.EQUITY,0,0,0,0.367726127447274,0,0,0,0,0,0,0.046377173761387,0,0.190332023742184,0,0,0,0.155689830639897,0,0,0,0.1651410369495,0,0,0,0.4097898977605,0,-0.00620082198877843,0.0239364274639412,0,0
X601328.CH.EQUITY,0,0,0,0.181785677557555,0.0526009583579416,0,0,0,0,0,0,0,0,0.022965258704428,0,0,0.198804120006363,0,0,0,0,0,0,0,0,0,0.00103433263303491,0,0,0
X3328.HK.EQUITY,0,0,0.0179402501871092,0,0,0.187618575648887,0,0,0,0,0.0326382848546769,0.195032955940496,0.136346041625381,0.0272563832534826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.18877837762249,0,0,0.284218236765465,0,0,0,0,0,0.174921810925708,0.00999535147624104,0,0,0,0,0,0.0064643244285596,0,0,0
X16.HK.EQUITY,0,0,0,0,0.147244116143505,0.0743981531604896,0,0,0,0,0,0,0,-0.0180260317875881,0,0,-0.135365444617857,0,0,0,-0.0224806580762297,0.0164628408051567,0.0747381000780843,0,0.0919794215206624,0,0,0,-0.1027167931014,0.00195205085526605
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.111576186857247,0,0,0,0,-0.0369603906357192,0.126872768079196,0,0,-0.0257860818378849,0,0.133161170459351,0,0.13217237526446,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.286122742362987,0,0,0.137523104777387,0,0,0.0845456745407191,0,0,0,0,0,0,0,0.124624648568133,0,0.00452977574425127,0,0,0
X601319.CH.EQUITY,0,0,-0.180038913741756,-0.296668275567637,0,0,0,0,2.12734182253844,0,-0.411379694582654,0,0,0.0495704950927461,0,-0.35589775691867,0,0,0,0,0,0.677922660986467,0,0,0,0,0.0125076300510025,0,0,0
X000002.CH.EQUITY,0,0,0,0.271058537319713,0,0,0,0,0,0,0,0,0,0.20117269479237,0,0,0,0,0,0,0.0268843518534266,0,0,0,0,0,0.0473852352493608,0,0,0
X2388.HK.EQUITY,0.167344257726463,0,0,0,0,0,0,0.0288589476965924,0,0,0,0.0414429806262956,0,0.0414990391847172,0,0,0,0,0.0588598494576314,0,0.0141649243418407,0,0,0,-0.0178789872648417,0,-0.0122147435870113,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0758326265618659,0,0.154984366633015,-0.0389221287889697,0,0,-0.00168300109687305,0.136443122068584,0,0,-4.33680868994202e-19,0,0.105390205053692,0,0,0,0.0185151552337466,0.15649569962313,0,0.0358705969237245
X601601.CH.EQUITY,0,0,0,0.370811765697371,0.0923938860064492,0,0,0,0,0,0,0,0.146917095506611,0.0657710879668363,0,0,0,0,0,0,0,0,0,0,0,0,0.0163354084805301,0,0,0
FXI.US.EQUITY,0,0,0,-0.193288796502781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832703567667777,0,0,0,0,0,-0.265967725201529,0,0,0
VXFXI.INDEX,0,0,0,-0.533710500264407,0,0,0,0,0,0,-0.327673578873177,0,0.501401900203535,0,0,0.421855757154422,0,0,0,0,0.0682662110311514,0,0,0,-0.365770069371599,-3.09554166874671,0,0,0,0.133289980634871
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45930124571466e-05,0,0,0,0,0,0,0,0,0,0,0,0,-2.52687706932234e-06,0,0.999916322173489,0.99989556155965
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54273758809937e-06,0,0,0,0,0,-3.9722507764391e-07,0.99998421858787,0,-0.999973625700609
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66139136173581e-06,0,0,0,0,0,0,1.64863115094322e-06,0,0,0,0,0,6.71012687013169e-07,0.999948704110204,-0.999963269329012,0
