,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580154067928812,0.159473324682093,0,0,0.0568222734912116,0.0187306398426749,0,-0.0349847704332111,0
X000002.CH.EQUITY,0,0,0,0.437963733423936,0,0,0,0,0,0,0,0,0,0.146324743127565,0,0,0,0,0.132432387377786,0,0,0,0,0,0,-0.00121013806365285,0.0222189622476815,0,0,0
X388.HK.EQUITY,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.115079371682345,0.166002478593647,0.111448972494187,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212412934567893,0,0,0
X601601.CH.EQUITY,0,0,0,0.122465364901772,0,0,0,0,0,0,0,0,0,0.501564714787793,0,0,0.0468876154703239,0,0,0,0,0,0,0,0,0,0.00916213153161349,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0104327701451502,0.300168624485505,0,0,0,-0.00726492098905181,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117376492893694,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,-0.402446181456281,0,0,0,0,0,0,-0.153872828296631,0,0,0,0,0,-0.230375413091478,0,-3.61187165243558,0,0,0,0
CN10YR,0,0,0,3.82880752615949e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19500568314237e-07,0,0,0,0,0,0,0,-1.83080269543339e-06,0,0.99994209086341,0.999925645985939
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81252319179045e-06,0,0,0,0,-1.32633957334393e-06,0.999974624820741,0,-0.999964873301179
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41264364687871e-08,0.999966521089622,-0.999970938835028,0
