,X1398.HK.EQUITY,X601398.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600000.CH.EQUITY,0,0,0,0.149174226089395,0,0,0,0,0,0,0.0281128352774883,0,0,0,0,0,0,0.29383725029562,0,0,0,0.101932110409372,0.0318254710392361,0.0212993085891394,0,0,-0.0110736684741293,0.0255739381178461,0.00270418895207895,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.148599916507882,-0.033564661105861,0,0,0,0,0,0,0.14557939606697,0.326001124778918,0,0.192788269018818,0,0,-0.0401338203369668,0.0609025122158914,0,0
X600030.CH.EQUITY,0,0,0.151882662375413,0,0,0,0,0,0,0.237199387169353,0,0,0,-0.0662117813996457,0,0,0.260841735990076,0.124168550643799,0,0.0109837348535216,0,0,0,0,0,0,-0.0155441827687547,-0.0570838441161899,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.161033568714724,0,0,0.348817895842314,0,0,0,0,0,0,0.0472442038505268,0,0,0,0,0,0,-0.0328116968422624,0,0.0539384896459754,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.541365107692777,0,-0.0118679986257278,0,0,0,0.208378659188626,0,0,0,0,0,0,-0.0997277794762237,0,0,-0.0276714766170388,0,0,0.0993033919833698
X688.HK.EQUITY,0.688599771691399,0,0,0,0,0,0,0,0,0,0.0878019189860912,0.104485328169286,0.439598091473655,0,0,0,0,0,0,0.117775378093254,0,0,0,0,0,0,0.0152296883052129,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.162938135181307,0.0351092768734762,-0.0183437549331887,0,0,0,0.0141088010067414,0.00742183983990326,0,0,0,0,0,0.113612574420681,0,0,0,-0.000155876504316055,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193961590293847,0,0,0,0,0.495830907114311,0,-0.00890497686976659,0,0,-0.21617662164841,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0.0513478833534935,0.949355789241314,0,0,0,-0.538882003706039,0.934067937234845,0,0,-0.478989657770296,-0.589888929272859,0,-0.509293011228796,-0.102099537968143,0,-2.80081551089965,0,0,0.116645745613199,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999993309414123,0.9999931982607
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999895389528,0,-0.999996814551928
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,-2.64348434725587e-06,0,0,0,0,-4.21487220937469e-06,0,0,0,0,0,0,0,0,0,-9.51757789987018e-07,0.999999104621463,-0.999998398335006,0
