,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601601.CH.EQUITY,0,0,0,0.33902372331397,0,0,-0.27139456051372,0,-0.167077821226359,0,0.132954512582147,0,0,0.226731107766828,0,0,0,0,0,0,0,0.256215903413481,0.0695641623781027,-0.0503786399282192,0.0477090572249883,0,-0.00522905590542203,0,-0.105088401941245,0
X11.HK.EQUITY,-0.0380976989540177,0,0,0,0.151276273209747,0,0,0.233880417591168,0,0,0,0,0,0,0,0,0,0,-0.102599043401488,0,0,0.340201676877825,0.138479239946669,0,0,0,-1.0842021724855e-19,-0.0212682375897621,0,0
X000002.CH.EQUITY,0,0,0,0,-0.260948026078748,0,0,0.576100517580378,0,0,0,0,0,0.0442489028859641,0,-0.200740072683287,0,0,0,0.477130446629631,-0.0799145161654655,0,-0.0102962174534235,-0.381531220059854,0,0,-0.0153018316466079,0.0731331638580375,0.268427271764621,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0353676837584006,0,0,0,0.0705182139132468,0.242547467008828,0,0,0,0,0,0,0,0,0.407766020163749,0.04712973921482,0,0.348968968215952,0,-0.135882676405248,-0.0510667809615994,0,0.251495432958103,0
X267.HK.EQUITY,0,0,0,-0.0426265431031357,-0.0914663178607736,0,0,0.157166696429676,0,0,0.306076575039816,0,0,-0.139820477544782,0,0,0,0,0.0642407168980059,0,0.202508511683607,0,0.19799960504541,0,0,0,-0.00382055523348727,0.103482165122711,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.677766970411394,0,-0.0990080271053881,0,0.15623214261114,0,0,0,0.211365730300367,0,-0.225317085206682,0,-0.00229130214941216,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0.824168246434954,0,0,0,0,0,0,0,0,0,0,0,0,-0.205027002207096,1.38777878078145e-17,0,0,-0.0915811954427986,0,0,0,-0.176374792393591,0,0,0
VXFXI.INDEX,0,0,0,0,0,6.0946833982967,0,0,-1.42126160409844,0,-0.469817071670071,0,0,-0.414580510965484,-1.28963323976168,0,0.476309862835967,0,-0.163731453394688,0,0,0,-0.909144872722021,0,0,-5.56362925878898,0,0,0.121829934095326,0
CN10YR,0,0,0,0,0,0,0,-4.11760756187169e-06,0,0,-4.90702380603776e-06,0,0,0,0,4.75963170042892e-06,0,0,1.95160451391736e-06,0,0,-4.36735055113673e-06,0,6.96888167343893e-06,0,5.98820133975345e-06,1.09512048751802e-06,0,1.00000366412743,0.999979449461292
CN2YR,0,7.96101749362184e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19740974155736e-06,0,0,0,-4.75520105124089e-07,0.999991870906067,0,-0.999990812481817
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,2.8251991649181e-06,0,0,0,0,0,0,0,1.94046736637416e-06,0,0,0,8.98882283600561e-07,0,0,0,0,0.999986683272462,-0.999982569007745,0
