,X1398.HK.EQUITY,X601398.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601288.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131474835020655,-2.77555756156289e-17,0,0,0,0,0,-0.0179285045462048,0,0,0.367818138048407,0.500809090218408,0,0,-0.0158686560061792,-0.00740944009867522,-0.0136525717563505,8.67361737988404e-19
X16.HK.EQUITY,0,0,0,0,0,0.219863827096479,0,0,0,0,0,0.105877934979349,0.0759774501850732,0.152898708974215,0,0,0,0,0,0,0.0764306257217057,0,0.0311320450664696,0,0,0,0.00419528936559355,0,0,0.212886528591522
X388.HK.EQUITY,0,0,0,0,0,0.0803690893340443,0,0,0,0,0.2452541636201,0,0,-1.38777878078145e-17,0,0,0.137650181318642,0,0,0.0941259898087569,0,0.0205200433577283,0,0.117512919242535,0,0,-0.0142306951772232,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381471555269897,0.247439037759767,0,0.408552100207614,0.0798878483848956,0.0253065103461852,0,0.338282718564349,0,0,0.17758907056252,0,0,0.03111277888522,0,0,0.0927735226460659
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.338507324201012,0,0,0.237073038821658,0,0,0,0,0.118116007209049,0.238483244676678,0,0,0,0,0,0,0.00237921701409679,0,0,0
X000001.CH.EQUITY,0,0,0.0354965390026297,0,0,0,0,0,0,0.025266726661044,-0.0362278524199526,0,0,0.3987545747346,0,0,0.0618895386152298,0.117912791260089,0,0,0,0.231512395057466,0,0,0,0,0,1.35525271560688e-20,0.0585414153146957,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329894497140982,0,0,0,0.465455761942861,0,0,0,0.0160804778456076,0.069224011739218,0,0,0,0,0.0369463776011388,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0335107892975589,0,0,0,0,0,0,0,0,0.110757227293563,0,0,0.0592670357613296,0,0,-0.235624998270688,0,0,-0.0110136575842
VXFXI.INDEX,-0.20841781769974,0,0,0,0,0,0,0,0,0,0.37625622433774,1.36637497743991,0,0,0,0,0,0,-0.401175288934693,0,0.481265816740002,0,-0.792806023199683,0,0,-3.24261323870775,0,-0.0320583216737382,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2351647362715e-22,0,2.12334654947119e-07,0,0,-1.19669449100299e-07,0,0.999997972259103,0.999998076820588
CN2YR,0,0,0,0,0,-3.6269703013181e-06,0,0,0,0,0,-3.96218562164987e-07,2.33812980168123e-06,0,0,0,0,2.49854645399125e-06,0,0,0,0,0,0,0,0,1.6794962823119e-07,0.999996395904381,0,-0.999997833699022
CN210SLOPE,0,0,0,0,0,-4.01459187667743e-06,0,0,0,0,0,-1.40049017532867e-06,1.12164661908174e-06,0,0,0,0,3.07713686538208e-06,0,0,0,0,1.1892672186499e-06,0,0,0,0,0.999997879023713,-1.00000019449239,0
